,quote,probability,logprobs
40,"Thank you for confirming via your email address that you have a small penis @GretaThunberg 

The world was curious. 

And I do agree you should get a life ❤️ https://t.co/SMisajQRcf",-236.09031960041997,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -10.782863, -0.34696117, -0.61408496, -7.3314257, -9.335694, -2.4763768, -3.4658864, -3.3531742, -1.3813404, -0.26381487, -2.5093703, -3.0931754, -7.597291, -0.9069846, -11.075787, -5.0586653, -4.8977017, -0.26741633, -0.8181855, -0.006269921, -0.0057468545, -6.6602926, -7.117212, -0.49846536, -3.3697753, -5.1252275, -4.614509, -8.334634, -3.7871099, -3.384706, -0.26219082, -0.5885015, -3.8270066, -3.8893993, -4.9020314, -4.430801, -6.1346226, -2.1695647, -3.7442162, -1.3893814, -2.8055813, -9.66008, -0.06335848, -0.124486044, -1.6348488, -0.0010232306, -0.011090841, -0.0013424365, -0.00048048302, -0.0001290643, -8.447702, -8.887514, -7.998304, -4.1408668, -4.517611, -7.5374036]"
41,She ain’t ready.,-57.6062061782,"[None, -8.737132, -5.371959, -1.8180435, -10.782618, -0.37913084, -0.0013412435, -3.351942, -8.534597, -8.703752, -0.95949614, -0.003214658, -0.0014961967, -6.8420606, -2.119423]"
42,"Strange as it may seem, there is a teenager out there who believes your government should tax you into poverty to stop the sun from being hot.",-121.04635121099999,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -10.673037, -4.02372, -0.4491577, -0.58356595, -0.36132252, -0.14751916, -3.6797976, -0.70610344, -1.430955, -10.573761, -3.6295552, -0.06806849, -0.36009204, -3.7240968, -6.738468, -7.6066117, -2.9193373, -5.3470035, -1.6718867, -3.9540792, -1.307769, -1.6264198, -4.0126457, -1.9893957, -4.9809604, -0.23129307, -5.2337527, -2.2699764, -0.30741298]"
43,I got beans greens potatoes tomatoes lambs rams hogs dogs chicken turkey rabbits YOU NAME IT,-94.98604544287102,"[None, -8.736419, -5.371552, -1.8160672, -10.782664, -0.37945774, -0.0013435113, -3.354414, -4.6365027, -5.979236, -11.282453, -10.751384, -0.3842563, -0.13692097, -4.5161986, -0.03330817, -0.28543094, -1.4736571e-05, -0.36107963, -0.025417237, -0.08593389, -3.097149, -3.871592, -3.3485734, -13.69085, -2.0308397, -0.026987718]"
44,Agreed.,-45.545832561000005,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -11.13584, -2.961038, -1.0103674]"
45,"As you dangle mortally on the cliff's edge, your fingertips burning as they dig into rock, you MUST hold until you are rescued. 

It doesn’t matter if you let go 5 minutes or 5 seconds before a helping hand appears. 

You STILL DIE. 

Almost a winner, is still a loser.",-236.65920977159985,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -6.936386, -1.8522592, -8.656787, -3.2603502, -14.138139, -0.34426016, -3.107622, -0.4106651, -3.0366168, -2.7477517, -0.107866324, -0.14582814, -2.9755788, -8.57637, -5.709775, -3.7268398, -0.8975094, -4.830016, -0.39974618, -4.181415, -0.3630396, -1.4138366, -9.154692, -4.272812, -8.881596, -1.9689472, -1.7508422, -1.2031, -0.69744366, -5.4012785, -1.1066117, -3.0185096, -3.85335, -4.192816, -4.1527414, -0.0016982226, -0.0006101332, -1.9584261, -1.1788205, -0.61288995, -6.2516146, -0.05818894, -6.662512, -0.93478525, -1.881105, -0.5844099, -0.9427782, -1.1450686, -3.934665, -4.7542973, -0.030916464, -2.928904, -0.54904294, -1.4976481, -0.06593812, -0.17297517, -1.602398, -6.4153624, -0.005143834, -4.5596886, -0.0025928423, -0.39270768, -1.0917653, -0.035210256, -0.09638149, -9.333831, -4.9891233, -5.994489, -2.4430416, -4.0701613, -0.9826942, -0.1849034, -0.21332069, -0.18506719]"
46,"Hot girl goes to Courchevel and posts videos of:

An Urus 
A 5 star hotel
Luxury dinners
Champagne lunches
Skiing

She edits into a nice little TikTok.

She paid for absolutely none of it and doesn’t even post the guy who did.

Clowns.

I’d be in EVERY SINGLE SHOT. 

HELLO 😁",-333.92221449264,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -12.398648, -5.6653895, -6.1523957, -0.8181958, -12.782165, -2.078102, -0.051730502, -2.28867, -4.7050576, -6.20941, -1.3020658, -10.14649, -1.7835857, -0.008426207, -7.5166388, -10.809947, -2.6772418, -7.824383, -6.0866776, -1.6062684, -7.0346823, -2.9763684, -0.2672543, -0.9789526, -4.668182, -0.770878, -0.20724797, -5.4717927, -0.47943974, -3.5007193, -0.06464301, -7.564096, -0.009144041, -0.236178, -2.8667748, -0.10904281, -0.2676088, -0.9393351, -0.99330723, -3.4106247, -9.408812, -7.4941206, -1.1295485, -2.9513152, -2.9714131, -7.3808513, -0.38054004, -2.7173724, -1.1810133, -2.6917045, -2.1449342, -9.137274, -0.6123669, -5.184272, -0.81321084, -0.0053493553, -0.5459817, -3.0456805, -4.0269446, -1.5447701, -0.0010204869, -9.258174e-05, -1.422603, -4.8943534, -1.6964847, -4.866261, -1.3464031, -2.8560865, -0.7746363, -0.4650891, -0.30642632, -8.289452, -4.8378463, -1.4820491, -1.4443345, -0.7221884, -0.53136724, -2.7023785, -1.7421265, -0.0022833347, -2.0344994, -2.3320336, -5.462025, -10.536129, -2.477556, -0.0062077222, -0.0010064063, -2.99708, -0.10953195, -1.642353, -2.909896, -0.20372003, -0.516631, -9.094164, -0.8312461, -0.31803364, -6.758431, -3.772318]"
47,"Mum: ""Hi Andrew Piers morgan said you were shot and dead. Hope youre ok? Love you""

😂",-150.2411144181,"[None, -8.736807, -5.371836, -1.81693, -10.785082, -0.37862214, -0.0013433921, -3.353152, -12.251599, -4.560864, -2.086783, -6.985458, -7.744216, -10.540815, -6.267866, -7.697864, -0.02362523, -4.8558116, -1.8103659, -1.5426563, -7.822247, -3.3229477, -4.179395, -2.1839087, -6.509615, -0.9525708, -5.3275547, -1.0296866, -4.1395164, -3.2918606, -1.8507422, -1.9679098, -1.6138996, -0.017770156, -8.673068, -0.5467256]"
48,Me and my castle https://t.co/juxkDm3qXw,-108.48521807179998,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -10.458945, -2.9490905, -0.9289517, -12.092755, -9.852672, -0.11873168, -0.21830356, -0.0036218995, -0.0045045335, -0.0012968378, -4.2531533, -8.360549, -4.44314, -4.311375, -3.9563801, -3.9660718, -4.004406, -4.1086974, -4.0139856]"
49,"The most interesting lessons from the Matrix movies

Watch the full EM episode here:
https://t.co/nc4IRs8vtp https://t.co/gz4ywZIFK5",-218.22349708233,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.175551, -4.323433, -6.544933, -7.5431066, -4.1336746, -1.2070557, -10.6558275, -4.2137547, -2.6599808, -0.011122542, -6.298541, -1.5465069, -3.2402322, -13.371257, -7.961255, -1.5150898, -0.66595805, -1.1328355, -13.227801, -0.0011113014, -6.5345564, -0.312275, -0.24933584, -0.00061705016, -8.469362, -4.089946, -8.406212, -4.5009837, -3.8595874, -4.191059, -8.348982, -3.0143783, -0.0011384528, -0.010359013, -0.00043164124, -0.0006020214, -0.00015243483, -8.344972, -4.169018, -4.253818, -4.038012, -3.8856797, -8.451469, -4.407738, -3.81315]"
50,I bought both.,-55.59097316100001,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -4.631719, -7.9591565, -8.137886, -4.4236245]"
51,"Russian advertisement depicts Putin as Santa Claus, using magic to save a child from having gay dads, wearing pink and LGBT indoctrination.

Russia believes the proxy war against NATO is necessary to preserve Christian values and fight satanism which controls the West. https://t.co/BdoZDQqtrx",-289.4667660523999,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -13.144558, -11.204323, -7.8652415, -3.1191237, -0.4097332, -8.314128, -0.44605932, -3.2074575, -6.826244, -5.6754184, -1.1689079, -3.3903658, -2.5974126, -2.0883157, -1.137961, -7.785044, -7.8772507, -5.126708, -3.3787138, -8.260585, -4.530675, -3.1890137, -7.9957347, -10.884839, -0.20163932, -0.92044693, -1.2905954, -0.007001876, -3.9568543, -8.074426, -2.7408292, -12.832156, -0.3078091, -2.626791, -5.179768, -1.641986, -5.366675, -1.0998712, -3.4504924, -5.3237453, -1.0432806, -1.7165625, -4.0532813, -6.7231836, -1.2851428, -5.1965413, -5.6943436, -0.42300197, -0.66404986, -0.3444278, -5.7910905, -0.0018722811, -0.25234565, -0.0028053122, -0.0035221232, -0.0006329744, -4.5812244, -8.142986, -3.7818232, -4.510177, -3.6384313, -4.154437, -8.349336, -4.0267315]"
52,🏎️ https://t.co/GVA1VygdaV,-102.19013326810001,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -11.183638, -4.3900337, -5.8554916, -1.470426, -7.0352745, -0.060607404, -0.20560622, -0.0048619276, -0.01175837, -0.003448611, -4.6501727, -8.132996, -3.8582354, -4.2501526, -7.82856, -9.163649, -3.6445863]"
53,"Hello @GretaThunberg 

I have 33 cars. 

My Bugatti has a w16 8.0L quad turbo. 

My TWO Ferrari 812 competizione have 6.5L v12s.

This is just the start.

Please provide your email address so I can send a complete list of my car collection and their respective enormous emissions. https://t.co/ehhOBDQyYU",-321.70388768330986,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -10.983814, -7.442509, -5.45452, -4.81501, -0.18872944, -1.6396451, -0.012296417, -0.0062647015, -6.3048553, -5.5592237, -2.401156, -3.4380798, -2.9765778, -11.124777, -7.647015, -1.6892117, -2.019329, -0.13725334, -0.6296059, -3.1603448, -10.832955, -0.029968472, -3.0493078, -1.758482, -8.094945, -4.424841, -5.308195, -0.58052486, -0.022803754, -1.1658332, -2.9108188, -1.3816081, -2.9822423, -0.63327533, -0.018080488, -0.049335115, -1.4216995, -14.668489, -3.5823097, -3.7208517, -0.0064584543, -7.7536798, -0.16199088, -0.34758908, -1.5170653, -3.224846, -0.05183383, -0.03405082, -0.20503072, -1.1978039, -0.020704312, -2.9065454, -0.45957285, -2.4310722, -0.08330653, -4.852757, -1.4134585, -4.196859, -2.649875, -1.905762, -0.9943981, -1.1990985, -0.29212376, -5.367427, -7.045907, -1.9352182, -2.515638, -1.041503, -2.1206152, -0.8931021, -0.10056496, -0.92378926, -4.164011, -4.8873253, -0.31149018, -1.1853505, -0.55475926, -3.4786034, -0.18604222, -2.7090254, -3.7975984, -3.489165, -12.906753, -3.7336411, -0.7421043, -2.4487066, -0.001644069, -0.010111096, -0.00095438055, -0.00031858825, -0.00015148021, -4.0760584, -9.233689, -8.043999, -4.3642554, -4.258385, -4.4720545, -4.115574, -3.9750514]"
54,"You know something.

What you know you can't explain, but you feel it.

You've felt it your entire life.

You know there's something wrong with the world, it’s a a splinter in your mind, driving you mad.

It is this feeling that has brought you to me.",-110.55469644625,"[None, -8.736318, -5.372215, -1.8202795, -10.784395, -0.37974697, -0.0013494163, -3.3517916, -5.5125623, -3.847626, -4.198803, -3.4421897, -2.0623806, -0.07355784, -4.394713, -3.048192, -1.1391178, -3.094418, -1.4532667, -1.0759536, -0.3981679, -0.4356722, -0.2626787, -0.031150034, -0.039910987, -0.01283053, -0.06977355, -0.32880357, -0.0013778893, -0.107191876, -0.03173841, -0.012168078, -0.0016761895, -0.013167112, -0.0019637677, -0.0036414019, -1.8973973, -0.2706556, -0.00047553165, -4.848466, -3.288626, -1.061553, -0.06386251, -0.010630968, -0.07214498, -0.028197717, -0.018446164, -0.007756053, -2.7626345, -5.7573595, -5.539229, -0.009655528, -0.0020995273, -2.9613147, -8.576011, -4.925221, -0.008174021, -0.067659914, -0.035612512, -0.043123446, -0.5900922, -0.113057345, -0.0060633104, -0.0186047, -0.1360374, -0.19881386, -0.0004984892, -1.032708, -0.14367983, -0.109248355, -0.024182212, -0.021907821, -0.06928909, -0.022202926, -0.056745168, -0.0404312, -0.042379186, -0.13166066]"
55,Hard to kill.,-51.690468161,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -9.674656, -2.019981, -6.602792, -2.954452]"
56,"Men are expected to have money, intelligence, and other achievements.

Anything less? 

You’re called a loser.

Understand, life isn’t fair.

But that’s a good thing.",-158.81845457848002,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -7.029532, -2.582839, -7.9209924, -0.05548715, -3.158228, -5.792355, -1.1547741, -6.543289, -0.38882598, -0.6945744, -5.28063, -5.280969, -1.1566048, -1.7665013, -0.02671869, -9.181375, -1.684738, -6.2225842, -7.6615844, -2.4807277, -1.5600183, -3.21707, -2.7034533, -0.0029037623, -0.2700793, -6.713811, -0.6600969, -1.0676396, -0.46787986, -0.6753078, -0.1825124, -7.998296, -1.9381735, -3.4959133, -5.904946, -2.2617202, -0.07135834, -0.00044631332, -0.00018581701, -1.0446738, -0.28716272, -0.87796825, -0.04818106, -2.296716, -2.8343675, -0.74116844, -0.0004232957, -0.00059569965, -3.5160735, -1.0231453, -0.047715425, -0.40448684]"
57,"Brothers.

Your enemies are plotting your absolute destruction.

And they are not taking days off to ""chill""

Do you understand?",-139.59600244605997,"[None, -8.737183, -5.3711276, -1.8160894, -10.784964, -0.37845722, -0.0013473288, -3.355677, -11.448221, -6.1358857, -1.6732053, -0.039376937, -6.2570076, -6.952235, -0.67649937, -9.312152, -2.815692, -9.717181, -0.70179695, -0.37699524, -0.4647703, -0.0005772701, -4.6031656, -2.5289292, -1.3626938, -2.8933678, -5.915054, -5.64593, -0.06528549, -3.0269575, -7.35488, -4.822031, -0.011959704, -1.3954355, -2.8328152, -0.00055973616, -5.319764, -1.100996, -2.691126, -1.0086107]"
58,"You take the blue pill - the story ends, you wake up in your bed and believe whatever you want to believe. 

To take the red pill - click here: https://t.co/8EUCQbL4Y0

I will show you how deep the rabbit hole goes. https://t.co/rtzmtD450m",-187.71635132391995,"[None, -8.737123, -5.369367, -1.8174279, -10.782139, -0.37890112, -0.0013452994, -3.3517232, -5.5144453, -6.6641207, -1.8609523, -3.3928857, -0.08544354, -2.5636923, -0.09904489, -0.06182407, -0.019482184, -0.06833452, -0.022127178, -0.017647909, -0.003196957, -0.013651596, -0.0099604, -0.010292047, -0.0127390055, -0.014864251, -0.020094337, -0.008296741, -0.0055366973, -0.0093536945, -0.012976949, -0.032795724, -4.8219104, -0.5915347, -3.2637482, -5.654224, -3.2502506, -0.17909974, -0.21879014, -0.009609429, -1.9183451, -5.998168, -1.4473908, -1.8502755, -1.7961639, -0.0016546353, -4.5363364, -0.73773956, -0.046077386, -0.00096464186, -4.0370755, -4.581184, -7.8901725, -5.0632052, -4.184112, -4.228047, -4.005777, -4.1798124, -3.6827238, -1.7814493, -0.33947694, -3.8589003, -2.7866457, -3.7808948, -0.110519215, -0.17788331, -0.05431632, -0.025624888, -0.056025982, -1.0855042, -0.027361382, -0.3549105, -2.2853673, -0.00042293806, -0.003415897, -0.00010581859, -0.00013300005, -0.00014349136, -8.682291, -4.140682, -7.73965, -4.3816986, -12.761996, -4.1447544]"
59,Where are we going today? https://t.co/uWLiFKGhd1,-99.1361298907,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -7.513341, -3.6085153, -2.6614826, -0.5053586, -4.0397162, -0.29419312, -8.100152, -0.06251309, -0.29012448, -0.0059221596, -0.0029826716, -0.000812634, -4.5624924, -4.007588, -8.588463, -7.8359113, -4.5834856, -8.287393, -3.7450478]"
60,"How to resist the slave mind programming

Watch the full EM episode here:
https://t.co/nc4IRs8vtp https://t.co/kbkXWKyIwL",-219.44069867888004,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -6.8818827, -2.175587, -8.751432, -1.0971648, -9.461597, -6.2077503, -8.830712, -4.128719, -0.04234169, -7.5076275, -1.8891789, -3.3226783, -11.756151, -8.073718, -1.4102699, -0.5808012, -1.0705959, -11.833424, -0.0015855029, -6.2574835, -0.28944388, -1.2810627, -0.00070974004, -8.411123, -4.1250772, -8.325885, -4.4371142, -3.8708918, -4.200759, -8.207384, -3.0819006, -0.0013911402, -0.019662103, -0.0006726962, -0.0020269565, -0.00032753454, -8.63029, -4.113274, -3.8794847, -4.253147, -8.3307705, -4.545223, -3.9474888, -3.764254]"
61,"Why are all these ""business women"" and ""CEO"" chicks married to very rich men?

Its almost as if the man pays for their entire lives and their businesses are hobby bullshit.",-162.76856662589998,"[None, -8.736914, -5.3708954, -1.8184351, -10.784835, -0.37921456, -0.0013424365, -3.3492475, -7.4793344, -2.8759465, -4.5453672, -2.2346919, -6.330304, -7.5037227, -6.5684204, -0.10165379, -3.837959, -0.36906967, -5.250404, -2.3415983, -6.2830353, -7.8737636, -0.24654123, -6.0786037, -2.2287557, -1.1085846, -0.6483781, -1.8641584, -0.0059054294, -6.690237, -4.8476253, -1.3518847, -0.13345961, -2.457433, -4.258536, -3.2149193, -0.8444331, -2.2635076, -4.2529063, -2.608241, -1.3151813, -3.9433289, -3.9516406, -1.8976496, -6.552756, -5.2021165, -0.7656289]"
62,"You get the life you deserve.

Most of you are cowards and so that is what you get.

If you want more?

DO MORE AND BECOME MORE.",-124.41991760972002,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -5.532899, -3.05382, -2.6867354, -5.960259, -0.15458435, -0.82684976, -0.5048514, -1.1056924, -0.01789242, -6.6388884, -1.165144, -4.0049253, -2.1249814, -9.21801, -0.010608559, -1.9906046, -5.2497373, -5.209948, -1.0581051, -1.1518487, -0.19093376, -0.9381613, -0.4961168, -0.6376723, -0.00044941274, -3.0876076, -0.30382267, -1.9516491, -3.2420633, -7.1075807, -1.4708691, -0.00039819148, -6.3139386, -0.98636955, -5.55265, -3.0602407, -0.042997684, -0.003229727, -0.16975145, -0.75639564]"
63,"You’ve been programmed to be poor and weak.

Easily controlled.

HOWEVER, you can also be programmed to be rich and strong.",-111.27068180954002,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -5.532899, -3.9733186, -0.003254304, -1.2705871, -2.8825693, -8.856531, -0.6519648, -2.5536075, -5.8321657, -2.5399022, -4.277541, -0.84623784, -1.6407772, -0.0020473234, -6.707887, -3.9388916, -0.52347195, -4.6818643, -0.7572727, -0.42140877, -0.00016411634, -9.595772, -1.5737958, -0.0037237203, -0.6911543, -1.848261, -0.96405876, -3.99373, -0.7115527, -0.4088035, -0.22134799, -0.28282347, -0.9190355, -0.40451813, -1.0503101, -0.2667966]"
64,"The Real World. TRW
The War Room. TWR

TRW leads to TWR.

TWR provides a white path to follow.

Do you understand?

https://t.co/u4TVQU0BXF",-219.39827681079996,"[None, -8.736704, -5.370811, -1.8198842, -10.782885, -0.3784117, -0.0013431536, -3.348386, -4.1758904, -8.827714, -4.181924, -2.9953134, -11.105507, -0.22617617, -3.8641732, -7.1031814, -9.566779, -4.141547, -1.4214214, -1.0704482, -0.033686854, -0.1384936, -3.2280328, -6.23917, -0.06858198, -7.811254, -0.5786691, -2.3432844, -0.027197594, -1.132235, -0.81724846, -1.5647418, -3.3058834, -0.1548479, -7.859563, -1.6785388, -8.884453, -8.445573, -1.305133, -6.021815, -0.8347509, -0.5103163, -0.39990497, -6.3188925, -1.0482197, -5.1719546, -0.9513103, -0.45472112, -0.3783768, -6.6994925, -0.004164325, -4.757872, -0.7987692, -0.115920305, -0.0007467792, -4.418475, -3.6209857, -7.024947, -8.255594, -3.8093467, -4.2723503, -4.0415616, -4.7527013]"
